4445,3813,7549,8267,10476,12688,13342,17690,20769,27590,35258,38534,47408,51598,55383,58135,67608,75425,83399,73600,80938,84372,83720,86920,91088,96009,92376,93157,95507,96198,99712,105592,108737,116370,123569,126412,126380,133809,133658,134742,143727,138108,138980,147589,155640,151916,161452,167202,172233,176710,176275,175246,174338,184059,186032,183351,183715,192540,193063,196077,198190,205312,212362,219137,220778,223536,217845,221384,221732,229721,232456,242318,236784,244873,250413,259875,257644,260402,264150,270020
1096,1116,2434,10020,15187,15330,14785,20526,28147,34620,40146,42778,45126,49767,59594,59765,66683,70525,74262,73104,74863,81394,76568,82565,86536,88092,84549,90697,93984,95858,103839,112263,116409,117852,124170,122629,121314,126322,130373,134662,137002,137348,139199,145662,147779,150782,154189,162400,162517,167339,168656,169629,174063,179988,183035,180653,181828,186001,186691,195669,203139,203240,207039,215763,214830,224679,216626,219946,227014,236647,234840,241774,235521,242104,244012,253995,254476,258663,268016,277393
9607,8501,2955,9039,10403,19386,22408,22111,29046,37597,37173,44344,48635,52469,55233,57317,59986,64642,73985,72804,67747,77075,76001,77137,82986,81469,83729,88847,95351,97190,106417,107048,115950,110277,117373,115912,120236,128751,133985,125867,131182,138753,140909,145234,146637,144724,151162,154977,163849,164588,169136,165252,170794,177701,174694,175853,181673,190748,195375,194329,203577,201945,206052,212990,211321,215961,216008,219645,219954,227298,234253,234599,234977,244021,252647,260113,259512,268178,274401,283631
7206,10320,10715,10133,16283,21465,28823,29498,33543,34498,34599,36077,43854,50820,57830,64357,62889,61492,64988,65095,65544,73815,67997,70945,77130,77914,83851,91852,97956,104054,102147,105789,106499,108889,109464,110179,113268,120232,124012,124204,130153,137159,137874,141202,142354,142420,150464,152901,154636,154782,159600,165056,171507,173001,172219,177000,183799,184401,185905,192150,198700,200117,201460,203823,207608,213056,217601,226972,225374,230442,235055,239481,239218,244261,252134,260176,267881,268538,277794,279174
3620,11644,11292,20130,23660,29147,29830,30656,36938,40808,36495,38586,44022,45754,55234,55940,56436,56537,62769,70144,65450,67756,67866,74638,78071,80792,88932,94865,101606,95772,97982,105314,111486,113556,116797,114223,115559,117349,119795,127185,135883,141606,141552,148306,144179,144460,144600,148582,153487,157647,159847,164888,167400,168888,171156,172331,179919,188240,193983,199462,199677,204934,209925,208891,211061,214157,215808,223714,223967,233217,239238,248029,247327,250912,254324,254669,259447,264599,269482,276987
1074,6512,15520,15038,20435,25864,28516,31919,32689,41877,40743,41079,45440,53767,63354,56647,65961,62450,61016,62915,63243,66119,69723,70396,78972,85002,91535,90387,92918,94373,99646,106233,105404,107153,110376,110980,120905,124290,122618,131385,138424,141714,144766,146553,152083,147881,151737,158142,161938,160316,169066,171220,168976,174365,177911,180679,184083,188390,191374,195386,202015,203059,205933,212474,216003,215060,216464,225589,229127,237963,241432,244013,244473,252911,254449,259956,260115,263467,266145,273087
4295,5242,10838,12359,15420,25288,31188,38317,41622,48281,46690,46142,49093,58540,64540,59326,60093,60807,60923,69481,63406,67333,76112,70554,75647,78094,83876,87843,89559,90490,98262,106426,102339,111583,114271,118756,122182,131044,128632,130962,137909,139686,142798,147390,150059,149787,155739,156053,160655,169310,174985,180434,172971,177997,185593,187488,189086,191518,193883,201360,196792,205763,206104,214643,215216,219701,222807,223578,226570,231840,237087,246347,246742,254216,255258,262420,265321,264699,269255,274012
510,4066,9443,10849,16570,21516,24151,31998,34774,43067,50004,52493,52138,52425,55295,57507,59369,63801,63625,64843,72969,69239,75537,73788,82747,79656,85953,94788,97420,90729,97347,98669,101222,103435,108488,113934,118336,124836,130018,138603,144809,145442,150039,141382,146568,153722,159720,164050,168736,177691,174929,177942,175592,177173,177905,187469,188551,190404,195846,196162,196682,198419,202122,207443,212236,215012,216520,218167,227268,229767,236658,240994,248006,251335,254547,255989,265982,268687,272042,279748
9444,7467,13358,20565,17798,24905,24260,27823,30523,36684,41723,46715,47226,55767,58933,54127,55421,58479,59785,60105,68986,74742,84068,74199,82849,88480,91448,99730,104271,92729,93957,101774,103321,109794,112059,118053,122500,123799,129790,130333,138207,140504,140378,140479,142572,146035,155224,162096,168214,169086,170094,171873,174678,183762,181953,184076,189953,190008,193083,194820,204279,202954,208575,211087,211195,217177,220957,223380,224720,231687,241630,246809,242500,250574,252412,259391,268523,274387,267112,272160
3327,7357,14534,19906,27731,24515,26881,31666,33278,38110,40622,42740,44984,49391,51561,52060,59592,68221,64836,67792,68762,75686,79213,78893,84038,85344,87509,93449,95874,101639,97470,99379,106362,106708,113085,117389,126719,131002,136395,134042,137388,138358,138727,148464,148383,150462,160401,164094,172530,174652,172071,175601,177077,181062,189365,186568,191934,199810,202276,202116,203149,208014,217158,213853,212346,219975,225144,229375,224778,232397,239962,243204,241831,248110,251319,256227,265451,265072,266397,274937
